"Date","Survey_Type","Survey_Start_Time","Survey_End_Time","Gross_ID","Family","Species","Genus","Habitat_Type","Common_Name","Animal_ID","Station","Segment","Parent_Trail_LongName","Height_of_Individual","Start_Date_Start_Time","End_Date","End_Date_End_Time","Effort_hrs","Start_Date","Seg_dist_m"
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Leptodactylidae","pentadactylus","Leptodactylus","Varzea","Smoky Jungle Frog","FG69","YRS","GAWA-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",650
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Hylidae","","Osteocephalus","Varzea","Broad-headed Treefrogs","FG70","YRS","GAWA-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","U","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",650
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG71","YRS","GAWA-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","U","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",650
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Ranidae","palmipes","Lithobates","Varzea","Amazon River Frog","FG72","YRS","GAWA-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",650
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Ranidae","palmipes","Lithobates","Varzea","Amazon River Frog","FG73","YRS","GAWA-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",650
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Craugastoridae","","Pristimantis","Varzea","Rain and Robber Frogs","FG74","YRS","GAWA-03","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",692
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Craugastoridae","diadematus","Pristimantis","Varzea","Diadem Rain Frog","FG75","YRS","GAWA-03","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",692
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Bufonidae","marina","Rhinella","Varzea","Cane Toad","FG76","YRS","GAWA-03","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",692
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Craugastoridae","diadematus","Pristimantis","Varzea","Diadem Rain Frog","FG77","YRS","GAWA-03","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",692
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG78","YRS","YCHO-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",691
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Hylidae","calcarata","Boana","Terrafirme","Convict Treefrog","FG79","YRS","YCHO-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","U","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",691
"2024-06-29","Night","8:04 PM","11:19 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL02","YRS","YCHO-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","U","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",691
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Hylidae","vaillantii","Phyllomedusa","Terrafirme","White-lined Leaf Frog","FG80","YRS","YCHO-02","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",691
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG81","YRS","KINK-01","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","G","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",321
"2024-06-29","Night","8:04 PM","11:19 PM","Frog","Hylidae","","Boana","Terrafirme","Gladiator Treefrogs","FG82","YRS","TUCA-01","Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza","U","2024-06-29 20:04:00","2024-06-29","2024-06-29 23:19:00",3.25,"2024-06-29",240
"2024-07-02","Night","8:00 PM","11:11 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Varzea","Amazon Climbing Salamander","SL03","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-02 20:00:00","2024-07-02","2024-07-02 23:11:00",3.18333333333333,"2024-07-02",2520
"2024-07-02","Night","8:00 PM","11:11 PM","Frog","Hylidae","appendiculata","Boana","Terrafirme","Canelos Treefrog","FG83","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-02 20:00:00","2024-07-02","2024-07-02 23:11:00",3.18333333333333,"2024-07-02",2520
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Craugastoridae","conspicillatus","Pristimantis","Varzea","Chirping Robber Frog","FG84","YRS","CEIB-01","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",490
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Leptodactylidae","petersi","Engystomops","Terrafirme","Painted Forest Toadlet","FG85","YRS","CEIB-01","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",490
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","taurinus","Osteocephalus","Terrafirme","Manaus Spiny-backed Treefrog","FG86","YRS","PERU-01","Ceiba-Peru","C","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",250
"2024-07-03","Night","8:11 PM","11:07 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL04","YRS","PERU-01","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",250
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","","Boana","Terrafirme","Gladiator Treefrogs","FG87","YRS","PERU-01","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",250
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","appendiculata","Boana","Terrafirme","Canelos Treefrog","FG88","YRS","PERU-01","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",250
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG89","YRS","PERU-02","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG90","YRS","PERU-02","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","taurinus","Osteocephalus","Terrafirme","Manaus Spiny-backed Treefrog","FG91","YRS","PERU-02","Ceiba-Peru","C","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL05","YRS","PERU-02","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG92","YRS","PERU-02","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG93","YRS","PERU-02","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","geographicans","Boana","Varzea","Map Treefrog","FG94","YRS","PERU-02","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Microhylidae","bassleri","Chiasmocleis","Varzea","Bassler's Humming Frog","FG95","YRS","PERU-02","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Craugastoridae","","Pristimantis","Varzea","Rain and Robber Frogs","FG96","YRS","PERU-02","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","cannatellai","Osteocephalus","Varzea","Cannatella's Spiny-backed Frog","FG97","YRS","PERU-02","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",738
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","geographicans","Boana","Terrafirme","Map Treefrog","FG98","YRS","PERU-04","Ceiba-Peru","C","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",259
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","appendiculata","Boana","Terrafirme","Canelos Treefrog","FG99","YRS","PERU-05","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",301
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","geographicans","Boana","Terrafirme","Map Treefrog","FG100","YRS","PERU-05","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",301
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Leptodactylidae","pentadactylus","Leptodactylus","Terrafirme","Smoky Jungle Frog","FG101","YRS","PERU-05","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",301
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Hylidae","lanciformis","Boana","Varzea","Basin Tree Frog","FG102","YRS","PERU-05","Ceiba-Peru","U","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",301
"2024-07-03","Night","8:11 PM","11:07 PM","Frog","Centrolenidae","midas","Teratohyla","Varzea","Santa Cecilia Glass Frog","FG103","YRS","PERU-05","Ceiba-Peru","G","2024-07-03 20:11:00","2024-07-03","2024-07-03 23:07:00",2.93333333333333,"2024-07-03",301
"2024-07-04","Night","8:12 PM","11:00 PM","Frog","Leptodactylidae","petersi","Engystomops","Terrafirme","Painted Forest Toadlet","FG104","YRS","YCHO-01","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","G","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",1230
"2024-07-04","Night","8:12 PM","11:00 PM","Frog","Leptodactylidae","petersi","Engystomops","Terrafirme","Painted Forest Toadlet","FG105","YRS","YCHO-01","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","G","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",1230
"2024-07-04","Night","8:12 PM","11:00 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL06","YRS","YCHO-01","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","U","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",1230
"2024-07-04","Night","8:12 PM","11:00 PM","Frog","Leptodactylidae","petersi","Engystomops","Varzea","Painted Forest Toadlet","FG106","YRS","YCHO-01","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","G","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",1230
"2024-07-04","Night","8:12 PM","11:00 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG107","YRS","YCHO-01","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","G","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",1230
"2024-07-04","Night","8:12 PM","11:00 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Varzea","Amazon Climbing Salamander","SL07","YRS","YCHO-01","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","U","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",1230
"2024-07-04","Night","8:12 PM","11:00 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG108","YRS","NAPO-04","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","G","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",220
"2024-07-04","Night","8:12 PM","11:00 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG109","YRS","BARI-01","Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico","G","2024-07-04 20:12:00","2024-07-04","2024-07-04 23:00:00",2.8,"2024-07-04",340
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Hylidae","calcarata","Boana","Terrafirme","Convict Treefrog","FG110","YRS","FPPE-04","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",662
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Hylidae","tarsius","Phyllomedusa","Terrafirme","Tarsier Leaf Frog","FG111","YRS","FPPE-04","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",662
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Hylidae","geographicans","Boana","Varzea","Map Treefrog","FG112","YRS","FPPE-04","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",662
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Hylidae","","Boana","Terrafirme","Gladiator Treefrogs","FG113","YRS","FPPE-04","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",662
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Hylidae","appendiculata","Boana","Varzea","Canelos Treefrog","FG114","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Craugastoridae","conspicillatus","Pristimantis","Terrafirme","Chirping Robber Frog","FG115","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Craugastoridae","altamazonicus","Pristimantis","Varzea","Amazon Rain Frog","FG116","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-06","Night","8:29 PM","11:28 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Varzea","Amazon Climbing Salamander","SL08","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Dendrobatidae","hahneli","Ameerega","Varzea","Pale-striped Poison Frog","FG117","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Varzea","Ecuador Poison Frog","FG118","YRS","FPPE-02","Forest Plot Perimeter","G","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG119","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-06","Night","8:29 PM","11:28 PM","Frog","Hylidae","appendiculata","Boana","Terrafirme","Canelos Treefrog","FG120","YRS","FPPE-02","Forest Plot Perimeter","U","2024-07-06 20:29:00","2024-07-06","2024-07-06 23:28:00",2.98333333333333,"2024-07-06",2520
"2024-07-08","Night","8:01 PM","10:53 PM","Frog","Bufonidae","guttatus","Rhaebo","Varzea","Smooth-sided Toad","FG121","TBS","MAPO-03","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2024-07-08 20:01:00","2024-07-08","2024-07-08 22:53:00",2.86666666666667,"2024-07-08",388
"2024-07-08","Night","8:01 PM","10:53 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG122","TBS","PUEN-01","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2024-07-08 20:01:00","2024-07-08","2024-07-08 22:53:00",2.86666666666667,"2024-07-08",144
"2024-07-08","Night","8:01 PM","10:53 PM","Frog","Leptodactylidae","petersi","Engystomops","Terrafirme","Painted Forest Toadlet","FG123","TBS","MAPO-06","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2024-07-08 20:01:00","2024-07-08","2024-07-08 22:53:00",2.86666666666667,"2024-07-08",359
"2024-07-08","Night","8:01 PM","10:53 PM","Frog","Craugastoridae","","Pristimantis","Varzea","Rain and Robber Frogs","FG124","TBS","NUMA-01","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2024-07-08 20:01:00","2024-07-08","2024-07-08 22:53:00",2.86666666666667,"2024-07-08",290
"2024-07-10","Night","8:07 PM","10:58 PM","Frog","Hylidae","yasuni","Osteocephalus","Varzea","Yasuni Spiny-backed Treefrog","FG125","TBS","GUAC-01","Guacamayo-Danta-Lago","U","2024-07-10 20:07:00","2024-07-10","2024-07-10 22:58:00",2.85,"2024-07-10",230
"2024-07-10","Night","8:07 PM","10:58 PM","Frog","Hylidae","","Boana","Terrafirme","Gladiator Treefrogs","FG126","TBS","GUAC-02","Guacamayo-Danta-Lago","U","2024-07-10 20:07:00","2024-07-10","2024-07-10 22:58:00",2.85,"2024-07-10",301
"2024-07-10","Night","8:07 PM","10:58 PM","Frog","Craugastoridae","conspicillatus","Pristimantis","Varzea","Chirping Robber Frog","FG127","TBS","DANT-01","Guacamayo-Danta-Lago","U","2024-07-10 20:07:00","2024-07-10","2024-07-10 22:58:00",2.85,"2024-07-10",591
"2024-07-10","Night","8:07 PM","10:58 PM","Frog","Hylidae","yasuni","Osteocephalus","Terrafirme","Yasuni Spiny-backed Treefrog","FG128","TBS","DANT-01","Guacamayo-Danta-Lago","C","2024-07-10 20:07:00","2024-07-10","2024-07-10 22:58:00",2.85,"2024-07-10",591
"2024-07-10","Night","8:07 PM","10:58 PM","Frog","Hylidae","taurinus","Osteocephalus","Varzea","Manaus Spiny-backed Treefrog","FG129","TBS","LAGO-01","Guacamayo-Danta-Lago","U","2024-07-10 20:07:00","2024-07-10","2024-07-10 22:58:00",2.85,"2024-07-10",719
"2024-07-10","Night","8:07 PM","10:58 PM","Frog","Leptodactylidae","knudseni","Leptodactylus","Varzea","Knudsen's Thin-toed Frog","FG130","TBS","LAGO-01","Guacamayo-Danta-Lago","G","2024-07-10 20:07:00","2024-07-10","2024-07-10 22:58:00",2.85,"2024-07-10",719
"2024-07-11","Night","8:08 PM","10:57 PM","Frog","Craugastoridae","kichwarum","Pristimantis","Terrafirme","Jatun Sacha Rain Frog","FG131","TBS","PUMA-01","Guacamayo-Puma-Harpia-Chorongo-Guacamayo","U","2024-07-11 20:08:00","2024-07-11","2024-07-11 22:57:00",2.81666666666667,"2024-07-11",750
"2024-07-11","Night","8:08 PM","10:57 PM","Frog","Hylidae","vaillantii","Phyllomedusa","Terrafirme","White-lined Leaf Frog","FG132","TBS","PUMA-02","Guacamayo-Puma-Harpia-Chorongo-Guacamayo","U","2024-07-11 20:08:00","2024-07-11","2024-07-11 22:57:00",2.81666666666667,"2024-07-11",388
"2024-07-11","Night","8:08 PM","10:57 PM","Salamander","Plethodontidae","peruviana","Bolitoglossa","Terrafirme","Peruvian Climbing Salamander","SL09","TBS","HARP-05","Guacamayo-Puma-Harpia-Chorongo-Guacamayo","U","2024-07-11 20:08:00","2024-07-11","2024-07-11 22:57:00",2.81666666666667,"2024-07-11",740
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Craugastoridae","lanthanites","Pristimantis","Terrafirme","Metallic Robber Frog","FG133","TBS","HAPL-01","Harpia Plot-Harpia","G","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",2220
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Strabomantidae","","","Varzea","Terrestrial-breeding Frogs","FG134","TBS","HAPL-01","Harpia Plot-Harpia","G","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",2220
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Hylidae","","Osteocephalus","Varzea","Broad-headed Treefrogs","FG135","TBS","HAPL-01","Harpia Plot-Harpia","U","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",2220
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG136","TBS","HAPL-01","Harpia Plot-Harpia","G","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",2220
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Strabomantidae","","","Varzea","Terrestrial-breeding Frogs","FG137","TBS","HAPL-01","Harpia Plot-Harpia","G","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",2220
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG138","TBS","HAPL-01","Harpia Plot-Harpia","U","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",2220
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG139","TBS","HAPL-01","Harpia Plot-Harpia","G","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",2220
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG140","TBS","HARP-01","Harpia Plot-Harpia","G","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",483
"2024-07-14","Night","8:51 PM","12:05 AM","Frog","Craugastoridae","lanthanites","Pristimantis","Terrafirme","Metallic Robber Frog","FG141","TBS","HARP-01","Harpia Plot-Harpia","U","2024-07-14 20:51:00","2024-07-14","2024-07-15 00:05:00",3.23333333333333,"2024-07-14",483
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG142","TBS","ANAC-01","Anaconda-Lago","U","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",388
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Hylidae","","","Varzea","Tree Frogs & Allies","FG143","TBS","ANAC-01","Anaconda-Lago","U","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",388
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG144","TBS","ANAC-01","Anaconda-Lago","U","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",388
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Craugastoridae","kichwarum","Pristimantis","Varzea","Jatun Sacha Rain Frog","FG145","TBS","ANAC-01","Anaconda-Lago","U","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",388
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Leptodactylidae","","Leptodactylus","Varzea","Neotropical Grass Frogs","FG146","TBS","ANAC-01","Anaconda-Lago","G","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",388
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG147","TBS","ANAC-01","Anaconda-Lago","G","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",388
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG148","TBS","LAGO-02","Anaconda-Lago","G","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",1450
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG149","TBS","LAGO-02","Anaconda-Lago","G","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",1450
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG150","TBS","LAGO-02","Anaconda-Lago","U","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",1450
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG151","TBS","LAGO-02","Anaconda-Lago","G","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",1450
"2024-07-15","Night","8:14 PM","11:42 PM","Frog","Hylidae","taurinus","Osteocephalus","Varzea","Manaus Spiny-backed Treefrog","FG152","TBS","LAGO-02","Anaconda-Lago","U","2024-07-15 20:14:00","2024-07-15","2024-07-15 23:42:00",3.46666666666667,"2024-07-15",1450
